order_id,customer_id,customer_country,product_id,product_category,product_price,quantity,order_date
97,4415,Colombia,2233,Ropa,324.58,5,2023-07-31
98,2572,Perú,2740,Tecnología,369.66,2,2024-07-31
99,3043,España,2250,Ropa,452.39,1,2024-05-12
100,1131,Perú,2885,Deportes,409.34,3,2024-02-16
101,3699,Chile,2404,Deportes,675.91,3,2023-11-29
102,4575,Ecuador,2077,Juguetería,216.08,7,2023-06-25
103,3487,Chile,2797,Hogar,478.15,5,2023-02-15
104,1792,Chile,2379,Tecnología,285.73,9,2023-09-06
105,4526,Argentina,2996,Deportes,542.64,8,2023-03-24
106,2551,México,2480,Mascotas,647.07,2,2024-01-04
107,2292,Colombia,3204,Belleza,516.83,8,2024-09-04
108,2728,España,2934,Ropa,575.68,1,2024-10-09
109,2607,Chile,3550,Mascotas,692.22,6,2023-06-03
110,1365,Perú,2075,Hogar,487.84,4,2023-10-19
111,1401,Chile,3172,Tecnología,699.03,7,2024-04-24
112,4451,Ecuador,2863,Juguetería,68.86,7,2023-10-27
113,3986,Colombia,2812,Juguetería,545.61,7,2024-07-11
114,1069,España,2169,Hogar,573.8,1,2023-03-31
115,2685,Ecuador,2557,Belleza,336.52,9,2023-12-30
116,1787,México,2251,Hogar,414.49,7,2023-09-08
117,2951,Chile,2197,Belleza,103.17,5,2023-09-03
118,2316,Ecuador,2275,Belleza,139.44,3,2024-08-07
119,2660,México,2512,Ropa,160.35,9,2023-03-02
120,1525,Colombia,3720,Tecnología,450.88,3,2024-12-26
121,1099,Perú,3651,Deportes,335.15,5,2024-03-12
122,4603,Perú,2248,Ropa,242.25,5,2024-12-02
123,4465,Argentina,3421,Juguetería,162.47,8,2024-12-24
124,3158,Chile,2131,Ropa,402.28,3,2023-02-13
125,3369,Argentina,2305,Deportes,433.38,4,2024-03-09
126,1563,España,2151,Ropa,52.98,3,2024-03-06
127,3239,Colombia,3944,Juguetería,178.12,9,2024-08-12
128,1292,México,3842,Belleza,129.89,5,2024-03-17
129,1550,Ecuador,2980,Belleza,312.24,3,2024-12-26
130,3767,Argentina,2250,Deportes,343.43,2,2023-10-04
131,4602,Perú,3870,Deportes,64.69,3,2024-10-15
132,2663,Ecuador,3348,Belleza,204.01,9,2023-07-15
133,4341,México,3493,Belleza,506.68,6,2024-11-24
134,3043,España,2097,Tecnología,61.94,3,2023-05-07
135,2608,Colombia,2590,Hogar,165.63,2,2024-08-06
136,2616,Chile,2678,Mascotas,452.72,5,2023-06-11
137,2403,Colombia,3223,Tecnología,261.95,5,2024-03-07
138,1794,Colombia,3777,Mascotas,382.29,8,2024-05-05
139,2362,Argentina,3679,Ropa,325.86,8,2023-12-20
140,4556,Perú,2985,Deportes,18.37,1,2023-05-18
141,3137,Ecuador,3418,Deportes,62.08,3,2023-06-29
142,1804,Perú,2351,Belleza,139.67,5,2023-10-01
143,2419,Chile,2899,Hogar,243.18,9,2023-01-18
144,2721,Ecuador,3874,Hogar,168.38,4,2024-09-22
145,3674,España,2557,Ropa,430.95,9,2024-04-25
146,3678,España,2302,Ropa,88.32,7,2024-07-24
147,4876,México,2440,Ropa,148.69,1,2024-04-16
148,3826,México,3311,Ropa,30.9,3,2023-02-04
149,3724,España,3863,Ropa,560.15,4,2023-10-28
150,1795,Ecuador,3333,Belleza,442.32,4,2024-02-26
151,1260,España,3586,Tecnología,659.03,7,2023-11-02
152,1200,Chile,3187,Juguetería,481.66,1,2023-02-03
153,1830,Chile,3517,Deportes,699.23,5,2024-02-22
154,4423,Perú,2136,Belleza,293.49,2,2024-08-25
155,3736,Chile,3625,Juguetería,523.65,1,2024-09-08
156,2026,Ecuador,3959,Belleza,271.7,9,2023-06-04
157,4212,México,2376,Deportes,363.29,2,2024-03-20
158,3569,México,2995,Hogar,362.51,3,2024-08-16
159,4662,Perú,3990,Tecnología,505.76,6,2024-08-08
160,1893,México,3720,Ropa,551.82,3,2024-04-22
161,3214,Colombia,3121,Juguetería,698.35,1,2023-10-27
162,3373,Chile,3241,Juguetería,414.78,1,2024-10-07
163,2690,Ecuador,3628,Ropa,132.62,2,2023-02-16
164,1017,Ecuador,2762,Tecnología,39.11,4,2024-03-28
165,1025,España,2184,Belleza,334.69,6,2024-03-22
166,2749,Argentina,3997,Deportes,452.11,6,2024-11-17
167,3942,Chile,2775,Belleza,168.47,5,2024-03-17
168,1477,Chile,3823,Hogar,427.26,5,2023-05-10
169,4246,México,2246,Ropa,254.35,4,2024-02-26
170,4187,Ecuador,3701,Mascotas,43.02,7,2024-04-06
171,3195,México,2110,Deportes,625.4,4,2024-06-11
172,1425,Ecuador,3044,Belleza,521.32,8,2024-06-13
173,3242,Chile,3646,Hogar,256.92,9,2024-11-16
174,2426,Perú,2432,Ropa,345.74,1,2023-03-27
175,3708,Chile,3522,Mascotas,303.82,6,2023-02-18
176,3474,Ecuador,2403,Deportes,407.22,6,2024-12-07
177,3017,España,3759,Juguetería,245.03,6,2023-02-20
178,2933,España,3070,Juguetería,80.75,8,2023-04-25
179,2009,México,2868,Tecnología,184.46,8,2024-03-13
180,2198,Colombia,2455,Mascotas,189.77,9,2023-03-23
181,1699,Chile,3395,Belleza,684.66,1,2024-10-03
182,3687,España,2550,Hogar,603.69,8,2024-06-09
183,2007,México,2570,Ropa,591.72,2,2023-06-03
184,3068,Ecuador,3599,Belleza,345.52,2,2024-12-31
185,3922,Perú,2833,Ropa,193.58,8,2024-04-02
186,1445,México,3962,Mascotas,41.25,4,2023-04-06
187,1544,Chile,2072,Mascotas,510.58,9,2023-06-27
188,1465,España,2031,Ropa,674.66,4,2023-06-07
189,2795,España,2407,Belleza,82.12,4,2023-05-28
190,1861,Colombia,3566,Deportes,465.63,6,2024-07-02
191,2627,Ecuador,3895,Mascotas,145.92,8,2023-06-17
192,2657,España,3651,Belleza,146.95,3,2023-09-08
193,1060,Colombia,3586,Ropa,626.46,4,2024-07-14
194,3234,Argentina,3770,Belleza,166.41,7,2024-05-23
195,3934,Argentina,3730,Mascotas,218.84,5,2024-01-30
196,1645,Perú,3722,Belleza,479.64,8,2023-07-27
197,4670,Chile,2257,Ropa,351.01,9,2023-10-17
198,2999,México,2363,Hogar,694.12,4,2024-07-20
199,3130,Argentina,2577,Deportes,246.32,7,2024-04-19
200,4991,Argentina,3246,Hogar,544.08,7,2023-02-24
201,4307,España,3297,Ropa,451.27,8,2024-04-27
202,1992,España,2312,Mascotas,39.79,4,2023-04-20
203,4341,Perú,3718,Ropa,506.71,1,2023-08-24
204,3524,España,2224,Juguetería,538.78,4,2023-06-13
205,3398,Perú,3136,Juguetería,225.45,4,2023-03-05
206,3486,Ecuador,2998,Belleza,542.8,2,2023-03-14
207,1157,Perú,3146,Juguetería,45.89,1,2024-12-14
208,2478,España,2101,Hogar,140.82,6,2024-12-16
209,3268,Perú,2628,Juguetería,36.17,2,2023-08-17
210,4946,Ecuador,2644,Juguetería,396.83,9,2024-07-11
211,4134,Chile,3815,Mascotas,531.75,1,2024-05-20
212,4334,Perú,3448,Juguetería,434.36,9,2024-10-08
213,1000,España,3929,Ropa,202.05,6,2024-10-02
214,4924,Argentina,2300,Mascotas,629.48,2,2023-02-15
215,1314,Colombia,3312,Juguetería,312.34,6,2024-11-21
216,2413,México,2657,Tecnología,275.58,9,2023-01-10
217,4734,Colombia,3840,Hogar,201.26,7,2024-02-03
218,3768,Argentina,2756,Mascotas,248.16,1,2023-08-10
219,1941,Ecuador,2527,Tecnología,199.87,8,2023-06-01
220,3195,Ecuador,2127,Juguetería,222.27,9,2023-09-15
221,1363,Ecuador,2674,Tecnología,204.78,9,2023-08-25
222,1898,Perú,3926,Ropa,674.43,1,2024-07-19
223,3019,Argentina,3105,Juguetería,654.1,9,2024-10-31
224,4708,España,3024,Juguetería,602.72,8,2023-05-26
225,1749,Perú,2416,Hogar,590.5,5,2024-01-07
226,2055,Argentina,3866,Mascotas,478.22,2,2023-11-25
227,2275,Argentina,2649,Deportes,261.25,1,2024-02-17
228,4145,Argentina,3728,Deportes,461.38,4,2024-03-08
229,3986,Chile,3647,Mascotas,489.39,8,2023-12-11
230,3219,Argentina,2921,Tecnología,285.36,3,2023-08-28
231,4453,Perú,2213,Tecnología,121.45,1,2023-06-25
232,4260,Chile,2912,Ropa,611.38,1,2024-09-09
233,2879,México,3586,Belleza,68.77,3,2024-09-20
234,4292,España,2648,Mascotas,416.36,2,2023-04-05
235,2739,Chile,2766,Belleza,551.71,4,2023-10-15
236,3083,España,3413,Deportes,532.93,5,2024-07-07
237,1948,México,3955,Deportes,479.43,9,2024-03-10
238,1477,Colombia,3688,Juguetería,227.46,3,2023-03-15
239,3483,Perú,3452,Ropa,339.02,5,2024-05-21
240,4500,Argentina,2099,Mascotas,12.48,8,2024-07-27
241,4000,Perú,2202,Mascotas,419.83,6,2023-04-28
242,4247,Ecuador,2706,Deportes,677.71,9,2024-11-07
243,3700,Ecuador,3616,Tecnología,449.52,9,2023-07-15
244,2742,Argentina,2061,Mascotas,371.3,7,2023-09-06
245,3869,Colombia,3572,Deportes,411.21,1,2024-05-17
246,3799,Ecuador,3170,Mascotas,654.99,6,2024-04-06
247,1652,Perú,2776,Hogar,330.9,9,2023-06-13
248,3365,Chile,2353,Tecnología,222.38,1,2023-02-23
249,1660,Colombia,3976,Ropa,128.45,2,2023-10-21
250,1595,México,3618,Tecnología,129.28,7,2024-12-06
251,4907,México,3627,Mascotas,223.0,9,2023-02-24
252,1563,Colombia,2416,Tecnología,624.43,9,2023-10-10
253,1273,Perú,2929,Ropa,596.21,4,2024-03-04
254,2473,Chile,2003,Mascotas,86.48,3,2024-09-05
255,3282,Colombia,2203,Juguetería,368.57,2,2024-10-11
256,2619,Argentina,2135,Mascotas,442.4,1,2023-02-13
257,2036,Chile,2256,Belleza,314.39,9,2024-01-02
258,3573,Colombia,3336,Mascotas,220.56,2,2024-03-29
259,2891,Ecuador,3442,Tecnología,123.15,6,2024-02-12
260,1537,España,3626,Juguetería,556.76,9,2024-07-25
261,1110,Ecuador,2715,Mascotas,649.3,3,2024-11-24
262,1540,Colombia,3418,Ropa,651.9,4,2024-07-05
263,2863,Colombia,3924,Tecnología,106.45,7,2024-06-27
264,2357,Ecuador,3427,Juguetería,224.24,8,2024-03-11
265,4140,España,2622,Ropa,665.01,7,2024-02-11
266,4490,Perú,3394,Deportes,482.28,4,2024-05-26
267,2250,Ecuador,3657,Juguetería,575.11,5,2024-03-27
268,4634,México,3657,Deportes,536.77,1,2023-12-27
269,2535,Argentina,3286,Hogar,468.33,3,2023-12-27
270,4136,Chile,3793,Juguetería,415.09,3,2024-08-12
271,3621,España,3874,Deportes,236.14,4,2024-11-22
272,2000,Colombia,2145,Tecnología,412.71,6,2024-07-04
273,1646,Colombia,2079,Mascotas,51.17,8,2023-11-23
274,3420,Ecuador,3350,Deportes,374.74,2,2024-11-11
275,4248,Chile,2881,Hogar,58.62,1,2024-10-26
276,1914,Argentina,3739,Mascotas,419.21,9,2024-10-14
277,3995,México,3350,Deportes,146.91,7,2024-04-24
278,4956,Chile,3729,Deportes,188.89,2,2024-08-06
279,3652,Argentina,3280,Mascotas,663.64,4,2024-06-24
280,1903,Perú,3199,Ropa,510.97,7,2023-01-16
281,3948,Argentina,2317,Ropa,342.38,7,2024-03-05
282,4051,Perú,3257,Deportes,681.21,2,2023-09-20
283,2488,Chile,2678,Juguetería,560.67,6,2023-12-06
284,1345,Ecuador,2320,Mascotas,654.41,8,2023-02-21
285,2546,Ecuador,2134,Tecnología,453.04,7,2023-04-13
286,2524,Colombia,3444,Juguetería,553.92,2,2023-03-22
287,3139,Chile,3650,Ropa,107.47,5,2023-03-15
288,4281,Chile,2271,Juguetería,481.64,8,2023-12-06
289,3091,Ecuador,3076,Juguetería,461.63,7,2023-07-31
290,3085,Colombia,2818,Ropa,449.93,4,2024-09-22
291,1673,España,2445,Tecnología,344.06,7,2023-03-23
292,1867,España,3509,Mascotas,546.89,1,2024-11-20
293,1376,Chile,3673,Juguetería,646.98,4,2023-02-20
294,2636,Perú,3078,Mascotas,602.75,6,2023-04-25
295,3012,Chile,3417,Hogar,434.5,7,2023-10-05
296,2074,México,2347,Juguetería,365.43,1,2024-10-02
297,3667,Colombia,2286,Deportes,402.51,6,2023-04-06
298,1895,España,2964,Mascotas,579.43,7,2023-05-16
299,1535,España,2222,Juguetería,619.81,1,2023-07-09
300,4639,Colombia,2053,Juguetería,280.13,4,2023-04-21
301,1425,Colombia,2794,Hogar,482.75,7,2024-07-08
302,3503,México,3115,Juguetería,446.27,4,2024-05-04
303,1488,México,2182,Tecnología,383.8,2,2024-05-10
304,1221,México,3823,Tecnología,635.48,3,2024-12-25
305,2731,Perú,2187,Tecnología,391.8,6,2024-06-13
306,3140,Ecuador,2653,Juguetería,428.2,4,2024-09-16
307,3016,Colombia,3200,Deportes,154.36,6,2024-03-28
308,2914,España,2678,Ropa,195.21,2,2024-09-22
309,3171,Colombia,2545,Ropa,478.75,3,2023-11-17
310,4541,Colombia,3313,Hogar,193.72,7,2023-10-05
311,1375,Argentina,3211,Mascotas,696.23,2,2023-10-17
312,4111,México,3080,Mascotas,450.67,3,2023-07-01
313,2279,Ecuador,3799,Belleza,610.4,6,2024-11-02
314,4655,Argentina,2374,Juguetería,268.06,1,2024-08-20
315,2244,México,2609,Mascotas,466.78,5,2023-05-14
316,4187,España,3933,Belleza,520.84,7,2023-02-19
317,1759,Chile,3530,Hogar,608.44,1,2024-09-17
318,3469,Colombia,3841,Ropa,66.48,6,2024-05-21
319,4728,Chile,3358,Tecnología,43.91,9,2023-09-21
320,1545,Argentina,2696,Juguetería,577.73,4,2023-12-27
321,4083,Chile,3415,Deportes,140.32,6,2024-12-14
322,2024,Perú,2827,Tecnología,495.59,4,2024-12-06
323,4140,Argentina,3597,Juguetería,217.54,5,2024-09-10
324,3069,España,2960,Deportes,652.94,4,2023-06-02
325,2179,Argentina,2001,Hogar,76.1,7,2024-09-28
326,1147,Perú,3418,Deportes,546.33,4,2024-06-18
327,2628,España,3003,Belleza,457.36,6,2023-06-29
328,4157,Chile,2570,Juguetería,326.16,7,2024-03-15
329,1660,Ecuador,2399,Juguetería,25.49,4,2024-07-16
330,2214,México,2736,Belleza,233.36,6,2024-06-02
331,1969,Ecuador,3859,Deportes,519.87,9,2024-10-13
332,3915,México,3599,Ropa,372.69,9,2023-03-30
333,1431,Colombia,2572,Tecnología,92.57,7,2023-01-07
334,4812,Colombia,3921,Ropa,291.43,7,2024-10-02
335,1989,España,2489,Belleza,139.24,6,2024-06-25
336,4238,México,3904,Ropa,44.83,9,2023-04-21
337,2236,Colombia,3518,Tecnología,5.28,2,2024-05-01
338,3704,Argentina,2154,Ropa,372.11,1,2024-11-07
339,2830,Argentina,2028,Belleza,625.02,8,2024-10-02
340,1486,Colombia,2811,Hogar,65.84,4,2023-05-13
341,4827,México,3012,Mascotas,231.79,2,2024-01-29
342,1825,Colombia,3802,Belleza,592.48,9,2024-05-29
343,3513,Perú,3601,Tecnología,70.65,4,2024-03-01
344,4552,México,2410,Ropa,140.83,5,2024-11-21
345,4901,Ecuador,3049,Ropa,482.35,9,2024-12-18
346,3813,Argentina,2616,Deportes,410.05,9,2024-02-29
347,2290,Ecuador,2573,Deportes,286.54,5,2024-08-15
348,1922,Argentina,2383,Deportes,9.27,2,2023-09-23
349,2894,México,3831,Belleza,107.07,1,2023-10-03
350,4777,Colombia,2630,Hogar,498.76,8,2024-05-13
351,3671,España,3178,Tecnología,307.52,4,2024-06-08
352,2719,Ecuador,2076,Deportes,335.41,9,2023-06-25
353,3156,Chile,2657,Deportes,430.7,6,2023-02-22
354,2750,Argentina,3631,Hogar,604.95,6,2023-12-15
355,1477,Ecuador,3878,Deportes,9.49,1,2023-01-26
356,1904,España,2711,Juguetería,645.62,4,2023-09-14
357,3808,Perú,3875,Hogar,603.94,5,2024-03-24
358,4785,Perú,2631,Hogar,159.4,4,2023-09-25
359,2546,España,3541,Deportes,645.16,3,2023-03-16
360,2688,Chile,3318,Juguetería,486.35,9,2023-08-28
361,4527,Ecuador,2093,Belleza,79.4,3,2024-09-21
362,4908,México,2857,Hogar,388.39,8,2024-02-24
363,1919,Chile,3818,Belleza,132.0,2,2023-03-24
364,3476,Argentina,2802,Deportes,117.03,8,2024-01-01
365,2901,Ecuador,2239,Mascotas,326.1,3,2024-03-18
366,1591,Chile,2067,Hogar,67.56,6,2023-05-16
367,3140,Colombia,2861,Ropa,211.95,9,2024-06-16
368,2481,Chile,3024,Hogar,79.79,5,2024-12-10
369,4622,Chile,3639,Mascotas,71.59,1,2024-08-13
370,3068,Argentina,3650,Ropa,115.88,5,2023-12-03
371,1813,México,3219,Ropa,281.02,6,2024-05-30
372,4858,México,2473,Deportes,328.11,2,2024-01-02
373,4198,Perú,2517,Juguetería,128.96,6,2023-09-08
374,3521,México,2197,Hogar,255.07,7,2023-07-18
375,3275,Chile,3634,Ropa,317.7,3,2023-08-09
376,4778,Chile,3055,Tecnología,136.62,5,2023-04-02
377,1107,Chile,2129,Juguetería,48.69,8,2023-01-29
378,3779,Perú,3808,Tecnología,72.28,5,2024-05-28
379,3465,Perú,2319,Deportes,652.01,1,2024-01-20
380,1852,Perú,2422,Deportes,568.89,5,2023-01-29
381,4004,Chile,2337,Juguetería,527.36,2,2023-11-07
382,1233,Colombia,2511,Tecnología,233.93,8,2024-08-07
383,3035,Perú,2017,Ropa,446.64,2,2024-09-30
384,3157,España,2549,Mascotas,508.45,4,2023-06-08
385,2917,Argentina,2364,Belleza,70.82,5,2024-05-26
386,3127,Perú,2120,Belleza,9.67,9,2023-05-16
387,4424,México,2004,Ropa,429.33,3,2024-03-09
388,2039,Ecuador,2886,Belleza,403.89,6,2024-08-04
389,4804,Argentina,3160,Tecnología,256.53,7,2023-11-25
390,3152,España,3870,Tecnología,13.8,4,2024-09-25
391,1845,Argentina,3228,Hogar,165.91,9,2023-11-05
392,2970,España,3017,Mascotas,229.36,9,2024-03-08
393,4381,Chile,2986,Belleza,590.65,7,2024-10-15
394,3565,Chile,2903,Belleza,677.95,7,2024-01-16
395,4006,Perú,3213,Hogar,468.79,8,2023-03-27
396,4122,México,2893,Tecnología,27.7,8,2023-04-23
397,3881,España,2940,Belleza,629.41,2,2024-04-04
398,2158,Perú,3031,Deportes,219.77,4,2023-10-18
399,3348,Colombia,2245,Deportes,74.1,4,2024-03-01
400,3675,Colombia,3138,Hogar,534.59,8,2023-03-15
401,3719,México,3669,Tecnología,376.79,2,2023-06-07
402,4938,México,3054,Ropa,166.22,1,2024-10-19
403,4527,Chile,3639,Ropa,85.4,4,2023-10-06
404,4460,Ecuador,3413,Tecnología,117.61,1,2023-02-06
405,4429,España,2482,Juguetería,617.67,1,2024-06-08
406,4784,Perú,2585,Mascotas,37.0,1,2024-07-21
407,3903,Argentina,3771,Mascotas,501.38,6,2024-10-31
408,1147,España,2319,Tecnología,144.47,9,2023-11-23
409,4577,Ecuador,3390,Mascotas,65.44,9,2024-01-10
410,4395,México,2005,Juguetería,564.09,1,2024-06-17
411,3790,Chile,3207,Deportes,12.69,9,2023-01-01
412,4943,Ecuador,2625,Belleza,521.29,6,2023-11-25
413,4935,Ecuador,3305,Juguetería,5.65,8,2024-08-01
414,1330,Argentina,2784,Deportes,477.66,5,2024-12-20
415,2417,España,3285,Tecnología,677.81,4,2023-01-01
416,3458,España,3217,Deportes,446.8,3,2024-04-09
417,3375,Colombia,2608,Hogar,357.29,9,2024-09-10
418,4410,Argentina,2235,Tecnología,440.17,8,2023-11-16
419,3135,Chile,2127,Belleza,635.17,2,2023-11-06
420,1110,Chile,3906,Hogar,630.32,5,2024-03-13
421,1465,Ecuador,2984,Deportes,244.16,5,2024-10-28
422,1328,Perú,3236,Ropa,405.72,9,2024-11-26
423,2311,Chile,3351,Hogar,672.18,3,2023-05-08
424,2859,Perú,2803,Deportes,655.18,9,2023-09-16
425,4857,Ecuador,2088,Mascotas,46.49,9,2024-05-23
426,3094,México,3353,Juguetería,519.11,1,2024-11-28
427,2110,Colombia,2683,Tecnología,640.41,3,2023-01-27
428,2004,México,2261,Hogar,483.79,2,2023-05-30
429,2060,Ecuador,3744,Tecnología,143.86,2,2023-12-22
430,1838,España,3205,Mascotas,484.89,7,2023-04-21
431,3080,Perú,2997,Hogar,536.14,4,2024-07-20
432,4381,México,2987,Belleza,274.09,1,2023-11-15
433,4389,Perú,2882,Deportes,322.37,2,2024-05-22
434,3081,Argentina,3552,Tecnología,613.76,5,2023-04-27
435,1749,Colombia,3043,Juguetería,378.53,6,2024-09-22
436,4890,Perú,2816,Juguetería,13.47,5,2023-12-10
437,1998,Chile,3932,Belleza,14.34,4,2023-09-21
438,3149,Perú,2560,Hogar,147.82,4,2024-04-17
439,1433,Argentina,3167,Tecnología,19.84,2,2023-01-25
440,2059,Argentina,3774,Mascotas,156.16,9,2024-06-30
441,1660,Ecuador,3818,Belleza,413.03,6,2023-01-08
442,3881,Ecuador,3927,Mascotas,497.84,8,2023-05-15
443,2166,Perú,3395,Tecnología,539.83,2,2023-03-15
444,4135,Argentina,3486,Mascotas,266.74,4,2023-09-11
445,4366,España,2325,Belleza,465.73,7,2023-12-30
446,3694,Ecuador,2723,Ropa,263.74,9,2023-08-09
447,1739,México,2641,Ropa,248.71,8,2023-09-12
448,4956,México,3412,Mascotas,357.19,4,2024-11-10
449,1952,Ecuador,2999,Ropa,8.55,1,2023-12-03
450,1216,Chile,2573,Hogar,358.84,8,2024-02-19
451,4224,España,3069,Hogar,579.33,2,2024-08-25
452,2629,España,3524,Ropa,504.66,7,2023-06-17
453,3250,México,3398,Mascotas,8.73,7,2024-12-27
454,2246,Chile,2449,Ropa,298.43,5,2023-02-04
455,1836,Chile,2287,Deportes,380.73,9,2024-02-10
456,3890,Argentina,3576,Juguetería,164.88,8,2023-09-04
457,1248,Ecuador,2828,Hogar,139.01,9,2023-06-20
